C1_00010W_A	C1_00010W_B
C6_01470W_A	C6_01470W_B
C6_01480W_A	C6_01480W_B
C6_01490C_A	C6_01490C_B
C6_01500C_A	C6_01500C_B
C6_01510W_A	C6_01510W_B
C6_01520W_A	C6_01520W_B
C6_01530C_A	C6_01530C_B
C6_01550C_A	C6_01550C_B
C6_01560W_A	C6_01560W_B
C6_01570C_A	C6_01570C_B
C6_01590W_A	C6_01590W_B
C6_01600W_A	C6_01600W_B
C6_01610W_A	C6_01610W_B
C6_01630W_A	C6_01630W_B
C6_01640W_A	C6_01640W_B
C6_01650C_A	C6_01650C_B
C6_01660C_A	C6_01660C_B
C6_01670W_A	C6_01670W_B
C6_01680C_A	C6_01680C_B
C6_01690W_A	C6_01690W_B
C6_01700W_A	C6_01700W_B
C6_01710C_A	C6_01710C_B
C6_01720C_A	C6_01720C_B
C6_01730W_A	C6_01730W_B
C6_01740C_A	C6_01740C_B
C6_01750C_A	C6_01750C_B
C6_01760W_A	C6_01760W_B
C6_01770W_A	C6_01770W_B
C6_01780C_A	C6_01780C_B
C6_01790C_A	C6_01790C_B
C6_01810W_A	C6_01810W_B
C6_01820C_A	C6_01820C_B
C6_01830W_A	C6_01830W_B
C6_01840C_A	C6_01840C_B
C6_01850W_A	C6_01850W_B
C6_01860C_A	C6_01860C_B
C6_01870C_A	C6_01870C_B
C6_01880W_A	C6_01880W_B
C6_01890C_A	C6_01890C_B
C6_01900C_A	C6_01900C_B
C6_01910W_A	C6_01910W_B
C6_01920C_A	C6_01920C_B
C6_01930W_A	C6_01930W_B
C6_01940W_A	C6_01940W_B
C6_01950C_A	C6_01950C_B
C6_01960W_A	C6_01960W_B
C6_01970C_A	C6_01970C_B
C6_01980C_A	C6_01980C_B
C6_01990W_A	C6_01990W_B
C6_02000W_A	C6_02000W_B
C6_02010C_A	C6_02010C_B
C6_02020C_A	C6_02020C_B
C6_02030C_A	C6_02030C_B
C6_02040W_A	C6_02040W_B
C6_02050W_A	C6_02050W_B
C6_02060W_A	C6_02060W_B
C6_02070C_A	C6_02070C_B
C6_02080W_A	C6_02080W_B
C6_02090C_A	C6_02090C_B
C6_02100W_A	C6_02100W_B
C6_02110W_A	C6_02110W_B
C6_02120W_A	C6_02120W_B
C6_02130C_A	C6_02130C_B
C6_02140W_A	C6_02140W_B
C6_02150C_A	C6_02150C_B
C6_02160W_A	C6_02160W_B
C6_02170C_A	C6_02170C_B
C6_02180W_A	C6_02180W_B
C6_02190C_A	C6_02190C_B
C6_02200C_A	C6_02200C_B
C6_02210W_A	C6_02210W_B
C6_02220W_A	C6_02220W_B
C6_02230W_A	C6_02230W_B
C6_02240C_A	C6_02240C_B
C6_02250W_A	C6_02250W_B
C6_02260C_A	C6_02260C_B
C6_02270C_A	C6_02270C_B
C6_02280W_A	C6_02280W_B
C6_02300C_A	C6_02300C_B
C6_02310W_A	C6_02310W_B
C6_02320C_A	C6_02320C_B
C6_02330W_A	C6_02330W_B
C6_02340W_A	C6_02340W_B
C6_02350C_A	C6_02350C_B
C6_02360W_A	C6_02360W_B
C6_02370C_A	C6_02370C_B
C6_02380W_A	C6_02380W_B
C6_02410W_A	C6_02410W_B
C6_02420W_A	C6_02420W_B
C6_02430W_A	C6_02430W_B
C6_02440C_A	C6_02440C_B
C6_02450W_A	C6_02450W_B
C6_02460C_A	C6_02460C_B
C6_02470W_A	C6_02470W_B
C6_02480W_A	C6_02480W_B
C6_02490C_A	C6_02490C_B
C6_02500C_A	C6_02500C_B
C6_02510C_A	C6_02510C_B
C6_02520W_A	C6_02520W_B
C6_02530C_A	C6_02530C_B
C6_02540C_A	C6_02540C_B
C6_02550W_A	C6_02550W_B
C6_02560W_A	C6_02560W_B
C6_02570C_A	C6_02570C_B
C6_02580W_A	C6_02580W_B
C6_02590C_A	C6_02590C_B
C6_02600W_A	C6_02600W_B
C6_02610C_A	C6_02610C_B
C6_02620C_A	C6_02620C_B
C6_02630C_A	C6_02630C_B
C6_02640C_A	C6_02640C_B
C6_02650C_A	C6_02650C_B
C6_02660C_A	C6_02660C_B
C6_02670C_A	C6_02670C_B
C6_02680W_A	C6_02680W_B
C6_02690C_A	C6_02690C_B
C6_02710C_A	C6_02710C_B
C6_02720C_A	C6_02720C_B	C6_03520C_A	C6_03020W_A	C6_03520C_B	C6_03020W_B
C6_02730W_A	C6_02730W_B
C6_02740W_A	C6_02740W_B
C6_02750C_A	C6_02750C_B
C6_02760W_A	C6_02760W_B
C6_02770W_A	C6_02770W_B
C6_02780C_A	C6_02780C_B
C6_02790C_A	C6_02790C_B
C6_02800W_A	C6_02800W_B
C6_02810C_A	C6_02810C_B
C6_02820W_A	C6_02820W_B
C6_02830W_A	C6_02830W_B
C6_02850W_A	C6_02850W_B
C6_02860W_A	C6_02860W_B
C6_02870W_A	C6_02870W_B
C6_02880W_A	C6_02880W_B
C6_02890C_A	C6_02890C_B
C6_02900C_A	C6_02900C_B
C6_02910W_A	C6_02910W_B
C6_02920C_A	C6_02920C_B
C6_02930W_A	C6_02930W_B
C6_02940C_A	C6_02940C_B
C6_02950C_A	C6_02950C_B
C6_02960W_A	C6_02960W_B
C6_02970C_A	C6_02970C_B
C6_02980C_A	C6_02980C_B
C6_02990W_A	C6_02990W_B
C6_03000C_A	C6_03000C_B
C6_03010W_A	C6_03010W_B
C6_03030W_A	C6_03030W_B
C6_03040C_A	C6_03040C_B
C6_03050C_A	C6_03050C_B
C6_03060W_A	C6_03060W_B
C6_03070C_A	C6_03070C_B
C6_03080C_A	C6_03080C_B
C6_03090W_A	C6_03090W_B
C6_03100W_A	C6_03100W_B
C6_03110C_A	C6_03110C_B
C6_03120W_A	C6_03120W_B
C6_03130W_A	C6_03130W_B
C6_03140C_A	C6_03140C_B
C6_03150C_A	C6_03150C_B
C6_03160C_A	C6_03160C_B
C6_03170C_A	C6_03170C_B
C6_03180C_A	C6_03180C_B
C6_03190C_A	C6_03190C_B
C6_03200W_A	C6_03200W_B
C6_03210C_A	C6_03210C_B
C6_03220W_A	C6_03220W_B
C6_03230W_A	C6_03230W_B
C6_03240W_A	C6_03240W_B
C6_03250W_A	C6_03250W_B
C6_03260W_A	C6_03260W_B
C6_03270C_A	C6_03270C_B
C6_03280W_A	C6_03280W_B
C6_03290W_A	C6_03290W_B
C6_03300C_A	C6_03300C_B
C6_03310W_A	C6_03310W_B
C6_03320W_A	C6_03320W_B
C6_03330C_A	C6_03330C_B
C6_03340C_A	C6_03340C_B
C6_03350C_A	C6_03350C_B
C6_03370W_A	C6_03370W_B
C6_03380W_A	C6_03380W_B
C6_03390W_A	C6_03390W_B
C6_03400C_A	C6_03400C_B
C6_03410C_A	C6_03410C_B
C6_03420W_A	C6_03420W_B
C6_03430C_A	C6_03430C_B
C6_03440W_A	C6_03440W_B
C6_03450C_A	C6_03450C_B
C6_03460W_A	C6_03460W_B
C6_03470W_A	C6_03470W_B
C6_03480W_A	C6_03480W_B
C6_03490C_A	C6_03490C_B
C6_03500C_A	C6_03500C_B
C6_03510C_A	C6_03510C_B
C6_03530C_A	C6_03530C_B
C6_03540W_A	C6_03540W_B
C6_03550C_A	C6_03550C_B
C6_03560W_A	C6_03560W_B
C6_03570W_A	C6_03570W_B
C6_03580W_A	C6_03580W_B
C6_03590C_A	C6_03590C_B
C6_03600C_A	C6_03600C_B
C6_03610W_A	C6_03610W_B
C6_03620C_A	C6_03620C_B
C6_03630W_A	C6_03630W_B
C6_03640W_A	C6_03640W_B
C6_03660C_A	C6_03660C_B
C6_03670C_A	C6_03670C_B
C6_03690W_A	C6_03690W_B
C6_03700W_A	C6_04130C_B	C6_03700W_B	CR_07070C_A	C6_04130C_A	CR_07070C_B
C6_03710W_A	C6_03710W_B
C6_03720W_A	C6_03720W_B
C6_03730C_A	C6_03730C_B
C6_03740W_A	C6_03740W_B
C6_03750C_A	C6_03750C_B
C6_03760C_A	C6_03760C_B
C6_03770C_A	C6_03770C_B
C6_03780C_A	C6_03780C_B
C6_03790C_A	C6_03790C_B
C6_03800C_A	C6_03800C_B
C6_03810W_A	C6_03810W_B
C6_03820C_A	C6_03820C_B
C6_03830W_A	C6_03830W_B
C6_03840C_A	C6_03840C_B
C6_03850C_A	C6_03850C_B
C6_03860C_A	C6_03860C_B
C6_03880W_A	C6_03880W_B
C6_03890C_A	C6_03890C_B
C6_03900W_A	C6_03900W_B
C6_03910C_A	C6_03910C_B
C6_03920W_A	C6_03920W_B
C6_03930W_A	C6_03930W_B
C6_03940C_A	C6_03940C_B
C6_03950C_A	C6_03950C_B
C6_03960W_A	C6_03960W_B
C6_04030W_A	C6_04030W_B
C6_04040C_A	C6_04040C_B
C6_04050W_A	C6_04050W_B
C6_04060W_A	C6_04060W_B
C6_04070C_A	C6_04070C_B
C6_04080W_A	C6_04080W_B
C6_04100W_A	C6_04100W_B
C6_04110W_A	C6_04110W_B
C6_04120C_A	C6_04120C_B
C6_04140C_A	C6_04140C_B
C6_04150W_A	C6_04150W_B
C6_04160C_A	C6_04160C_B
C6_04170C_A	C6_04170C_B
C6_04220C_A	C6_04220C_B
C6_04230W_A	C6_04230W_B
C6_04240W_A	C6_04240W_B
C6_04250W_A	C6_04250W_B
C6_04260C_A	C6_04260C_B
C6_04280W_A	C6_04280W_B
C6_04290W_A	C6_04290W_B
C6_04300W_A	C6_04300W_B
C6_04310W_A	C6_04310W_B
C6_04320C_A	C6_04320C_B
C6_04330W_A	C6_04330W_B
C6_04340W_A	C6_04340W_B
C6_04350C_A	C6_04350C_B
C6_04360C_A	C6_04360C_B
C6_04370W_A	C6_04370W_B
C6_04380W_A	C6_04380W_B
C6_04400W_A	C6_04400W_B
C6_04410C_A	C6_04410C_B
C6_04420W_A	C6_04420W_B
C6_04430W_A	C6_04430W_B
C6_04440C_A	C6_04440C_B
C6_04450W_A	C6_04450W_B
C6_04470C_A	C6_04470C_B
C6_04480C_A	C6_04480C_B
C6_04490W_A	C6_04490W_B
C6_04500C_A	C6_04500C_B
C6_04510C_A	C6_04510C_B
C6_04520W_A	C6_04520W_B
C6_04530C_A	C6_04530C_B
C6_04540C_A	C6_04540C_B
C6_04550C_A	C6_04550C_B
C6_04560W_A	C6_04560W_B
C6_04570W_A	C6_04570W_B
C6_04580W_A	C6_04580W_B
C6_04590C_A	C6_04590C_B
C6_04600W_A	C6_04600W_B
C6_04610C_A	C6_04610C_B
C6_04620C_A	C6_04620C_B
C7_00010C_A	C7_00010C_B
C7_00020C_A	C7_00020C_B
C7_00030W_A	C7_00030W_B
C7_00040C_A	C7_00040C_B
C7_00050C_A	C7_00050C_B
C7_00060C_A	C7_00060C_B
C7_00070C_A	C7_00070C_B
C7_00080C_A	C7_00080C_B
C7_00090C_A	C7_00090C_B
C7_00100W_A	C7_00100W_B
C7_00110W_A	C7_00110W_B
C7_00120W_A	C7_00120W_B
C7_00130W_A	C7_00130W_B
C7_00140C_A	C7_00140C_B
C7_00150W_A	C7_00150W_B
C7_00160C_A	C7_00160C_B
C7_00170W_A	C7_00170W_B
C7_00180W_A	C7_00180W_B
C7_00190W_A	C7_00190W_B
C7_00200W_A	C7_00200W_B
C7_00210C_A	C7_00210C_B
C7_00220W_A	C7_00220W_B
C7_00230W_A	C7_00230W_B
C7_00240W_A	C7_00240W_B
C7_00250C_A	C7_00250C_B
C7_00260C_A	C7_00260C_B
C7_00270W_A	C7_00270W_B
C7_00280W_A	C7_00280W_B
C7_00290C_A	C7_00290C_B
C7_00300W_A	C7_00300W_B
C7_00310C_A	C7_00310C_B
C7_00320C_A	C7_00320C_B
C7_00330C_A	C7_00330C_B
C7_00340C_A	C7_00340C_B
C7_00350C_A	C7_00350C_B
C7_00360W_A	C7_00360W_B
C7_00370W_A	C7_00370W_B
C7_00380W_A	C7_00380W_B
C7_00390W_A	C7_00390W_B
C7_00400W_A	C7_00400W_B
C7_00410C_A	C7_00410C_B
C7_00420C_A	C7_00420C_B
C7_00430W_A	C7_00430W_B
C7_00440C_A	C7_00440C_B
C7_00450C_A	C7_00450C_B
C7_00460W_A	C7_00460W_B
C7_00470C_A	C7_00470C_B
C7_00480W_A	C7_00480W_B
C7_00490C_A	C7_00490C_B
C7_00500W_A	C7_00500W_B
C7_00510W_A	C7_00510W_B
C7_00520W_A	C7_00520W_B
C7_00530C_A	C7_00530C_B
C7_00550C_A	C7_00550C_B
C7_00560C_A	C7_00560C_B
C7_00570W_A	C7_00570W_B
C7_00580C_A	C7_00580C_B
C7_00590W_A	C7_00590W_B
C7_00600C_A	C7_00600C_B
C7_00610C_A	C7_00610C_B
C7_00620W_A	C7_00620W_B
C7_00630C_A	C7_00630C_B
C7_00640C_A	C7_00640C_B
C7_00650W_A	C7_00650W_B
C7_00660W_A	C7_00660W_B
C7_00670C_A	C7_00670C_B
C7_00680W_A	C7_00680W_B
C7_00690W_A	C7_00690W_B
C7_00700W_A	C7_00700W_B
C7_00710W_A	C7_00710W_B
C7_00720W_A	C7_00720W_B
C7_00730W_A	C7_00730W_B
C7_00740W_A	C7_00740W_B
C7_00750W_A	C7_00750W_B
C7_00760C_A	C7_00760C_B
C7_00770W_A	C7_00770W_B
C7_00780W_A	C7_00780W_B
C7_00790W_A	C7_00790W_B
C7_00800C_A	C7_00800C_B
C7_00810W_A	C7_00810W_B
C7_00820W_A	C7_00820W_B
C7_00830C_A	C7_00830C_B
C7_00840C_A	C7_00840C_B
C7_00850W_A	C7_00850W_B
C7_00860W_A	C7_00860W_B
C7_00870W_A	C7_00870W_B
C7_00880C_A	C7_00880C_B
C7_00890C_A	C7_00890C_B
C7_00900W_A	C7_00900W_B
C7_00910C_A	C7_00910C_B
C7_00920C_A	C7_00920C_B
C7_00930W_A	C7_00930W_B
C7_00940W_A	C7_00940W_B
C7_00950W_A	C7_00950W_B
C7_00960W_A	C7_00960W_B
C7_00970C_A	C7_00970C_B
C7_00980W_A	C7_00980W_B
C7_00990W_A	C7_00990W_B
C7_01000C_A	C7_01000C_B
C7_01010W_A	C7_01010W_B
C7_01020C_A	C7_01020C_B
C7_01030C_A	C7_01030C_B
C7_01040C_A	C7_01040C_B
C7_01050W_A	C7_01050W_B
C7_01060W_A	C7_01060W_B
C7_01070C_A	C7_01070C_B
C7_01130C_A	C7_01130C_B
C7_01150W_A	C7_01150W_B
C7_01160C_A	C7_01160C_B
C7_01170C_A	C7_01170C_B
C7_01180W_A	C7_01180W_B
C7_01190W_A	C7_01190W_B
C7_01200C_A	C7_01200C_B
C7_01210C_A	C7_01210C_B
C7_01220W_A	C7_01220W_B
C7_01230C_A	C7_01230C_B
C7_01250W_A	C7_01250W_B
C7_01270C_A	C7_01270C_B
C7_01280C_A	C7_01280C_B
C7_01290W_A	C7_01290W_B
C7_01300C_A	C7_01300C_B
C7_01310C_A	C7_01310C_B
C7_01320W_A	C7_01320W_B
C7_01330C_A	C7_01330C_B
C7_01340W_A	C7_01340W_B
C7_01350C_A	C7_01350C_B
C7_01360C_A	C7_01360C_B
C7_01370W_A	C7_01370W_B
C7_01380W_A	C7_01380W_B
C7_01390W_A	C7_01390W_B
C7_01400C_A	C7_01400C_B
C7_01420W_A	C7_01420W_B
C7_01430C_A	C7_01430C_B
C7_01440W_A	C7_01440W_B
C7_01450C_A	C7_01450C_B
C7_01460C_A	C7_01460C_B
C7_01470C_A	C7_01470C_B
C7_01480W_A	C7_01480W_B
C7_01490W_A	C7_01490W_B
C7_01500W_A	C7_01500W_B
C7_01510W_A	C7_01510W_B
C7_01520W_A	C7_01520W_B
C7_01530W_A	C7_01530W_B
C7_01540W_A	C7_01540W_B
C7_01550W_A	C7_01550W_B
C7_01560C_A	C7_01560C_B
C7_01570C_A	C7_01570C_B
C7_01580W_A	C7_01580W_B
C7_01590C_A	C7_01590C_B
C7_01600W_A	C7_01600W_B
C7_01610W_A	C7_01610W_B
C7_01620C_A	C7_01620C_B
C7_01630W_A	C7_01630W_B
C7_01640W_A	C7_01640W_B
C7_01650W_A	C7_01650W_B
C7_01660C_A	C7_01660C_B
C7_01670W_A	C7_01670W_B
C7_01680C_A	C7_01680C_B
C7_01690W_A	C7_01690W_B
C7_01700W_A	C7_01700W_B
C7_01710W_A	C7_01710W_B
C7_01720W_A	C7_01720W_B
C7_01730C_A	C7_01730C_B
C7_01740C_A	C7_01740C_B
C7_01750W_A	C7_01750W_B
C7_01760C_A	C7_01760C_B
C7_01770W_A	C7_01770W_B
C7_01780W_A	C7_01780W_B
C7_01790C_A	C7_01790C_B
C7_01800C_A	C7_01800C_B
C7_01810W_A	C7_01810W_B
C7_01820C_A	C7_01820C_B
C7_01830W_A	C7_01830W_B
C7_01840W_A	C7_01840W_B
C7_01850C_A	C7_01850C_B
C7_01860W_A	C7_01860W_B
C7_01870W_A	C7_01870W_B
C7_01880C_A	C7_01880C_B
C7_01890C_A	C7_01890C_B
C7_01900W_A	C7_01900W_B
C7_01910C_A	C7_01910C_B
C7_01920W_A	C7_01920W_B
C7_01930C_A	C7_01930C_B
C7_01940C_A	C7_01940C_B
C7_01950W_A	C7_01950W_B
C7_01960W_A	C7_01960W_B
C7_01970C_A	C7_01970C_B
C7_01990C_A	C7_01990C_B
C7_02000C_A	C7_02000C_B
C7_02010C_A	C7_02010C_B
C7_02020W_A	C7_02020W_B
C7_02030W_A	C7_02030W_B
C7_02040C_A	C7_02040C_B
C7_02050C_A	C7_02050C_B
C7_02060W_A	C7_02060W_B
C7_02070W_A	C7_02070W_B
C7_02080W_A	C7_02080W_B
C7_02090C_A	C7_02090C_B
C7_02100W_A	C7_02100W_B
C7_02110W_A	C7_02110W_B
C7_02120C_A	C7_02120C_B
C7_02130W_A	C7_02130W_B
C7_02140W_A	C7_02140W_B
C7_02150C_A	C7_02150C_B
C7_02160W_A	C7_02160W_B
C7_02170C_A	C7_02170C_B
C7_02180C_A	C7_02180C_B
C7_02200W_A	C7_02200W_B
C7_02210W_A	C7_02210W_B
C7_02220C_A	C7_02220C_B
C7_02230W_A	C7_02230W_B
C7_02240W_A	C7_02240W_B
C7_02250W_A	C7_02250W_B
C7_02260W_A	C7_02260W_B
C7_02270W_A	C7_02280W_B	C7_02280W_A	C7_02270W_B
C7_02290W_A	C7_02290W_B
C7_02300W_A	C7_02300W_B
C7_02310C_A	C7_02310C_B
C7_02320W_A	C7_02320W_B
C7_02330W_A	C7_02330W_B
C7_02340C_A	C7_02340C_B
C7_02350C_A	C7_02350C_B
C7_02360W_A	C7_02360W_B
C7_02370W_A	C7_02370W_B
C7_02380C_A	C7_02380C_B
C7_02390W_A	C7_02390W_B
C7_02420C_A	C7_02420C_B
C7_02430C_A	C7_02430C_B
C7_02450W_A	C7_02450W_B
C7_02460C_A	C7_02460C_B
C7_02470C_A	C7_02470C_B
C7_02480W_A	C7_02480W_B
C7_02490W_A	C7_02490W_B
C7_02500C_A	C7_02500C_B
C7_02510W_A	C7_02510W_B
C7_02520W_A	C7_02520W_B
C7_02530C_A	C7_02530C_B
C7_02540W_A	C7_02540W_B
C7_02550C_A	C7_02550C_B
C7_02560W_A	C7_02560W_B
C7_02570C_A	C7_02570C_B
C7_02610C_A	C7_02610C_B
C7_02630W_A	C7_02630W_B
C7_02640W_A	C7_02640W_B
C7_02650W_A	C7_02650W_B
C7_02660C_A	C7_02660C_B
C7_02670W_A	C7_02670W_B
C7_02680W_A	C7_02680W_B
C7_02690C_A	C7_02690C_B
C7_02760W_A	C7_02760W_B
C7_02770W_A	C7_02770W_B
C7_02780W_A	C7_02780W_B
C7_02790C_A	C7_02790C_B
C7_02800W_A	C7_02800W_B
C7_02810W_A	C7_02810W_B
C7_02830C_A	C7_02830C_B
C7_02840C_A	C7_02840C_B
C7_02850W_A	C7_02850W_B
C7_02860C_A	C7_02860C_B
C7_02870C_A	C7_02870C_B
C7_02880C_A	C7_02880C_B
C7_02890C_A	C7_02890C_B
C7_02910W_A	C7_02910W_B
C7_02920W_A	C7_02920W_B
C7_02930C_A	C7_02930C_B
C7_02940C_A	C7_02940C_B
C7_02950C_A	C7_02950C_B
C7_02960C_A	C7_02960C_B
C7_02970W_A	C7_02970W_B
C7_02980C_A	C7_02980C_B
C7_02990W_A	C7_02990W_B
C7_03000C_A	C7_03000C_B
C7_03010W_A	C7_03010W_B
C7_03020C_A	C7_03020C_B
C7_03030W_A	C7_03030W_B
C7_03040W_A	C7_03040W_B
C7_03050W_A	C7_03050W_B
C7_03060C_A	C7_03060C_B
C7_03070C_A	C7_03070C_B
C7_03080W_A	C7_03080W_B
C7_03090C_A	C7_03090C_B
C7_03110W_A	C7_03110W_B
C7_03120W_A	C7_03120W_B
C7_03130C_A	C7_03130C_B
C7_03140W_A	C7_03140W_B
C7_03150W_A	C7_03150W_B
C7_03160W_A	C7_03160W_B
C7_03170W_A	C7_03170W_B
C7_03180C_A	C7_03180C_B
C7_03190C_A	C7_03190C_B
C7_03200C_A	C7_03200C_B
C7_03210W_A	C7_03210W_B
C7_03220C_A	C7_03220C_B
C7_03230C_A	C7_03230C_B
C7_03240W_A	C7_03240W_B
C7_03250C_A	C7_03250C_B
C7_03260C_A	C7_03260C_B
C7_03270W_A	C7_03270W_B
C7_03280C_A	C7_03280C_B
C7_03290C_A	C7_03290C_B
C7_03300C_A	C7_03300C_B
C7_03310W_A	C7_03310W_B
C7_03320C_A	C7_03320C_B
C7_03330C_A	C7_03330C_B
C7_03340C_A	C7_03340C_B
C7_03350C_A	C7_03350C_B
C7_03360W_A	C7_03360W_B
C7_03370C_A	C7_03370C_B
C7_03380W_A	C7_03380W_B
C7_03390C_A	C7_03390C_B
C7_03400C_A	C7_03400C_B
C7_03410C_A	C7_03410C_B
C7_03420C_A	C7_03420C_B
C7_03440W_A	C7_03440W_B
C7_03450C_A	C7_03450C_B
C7_03460W_A	C7_03460W_B	C7_03680W_B	C7_03680W_A
C7_03470W_A	C7_03470W_B
C7_03480W_A	C7_03480W_B
C7_03490W_A	C7_03490W_B
C7_03500W_A	C7_03500W_B
C7_03520W_A	C7_03520W_B
C7_03530C_A	C7_03530C_B
C7_03540C_A	C7_03540C_B
C7_03550C_A	C7_03550C_B
C7_03560W_A	C7_03560W_B
C7_03570W_A	C7_03570W_B
C7_03580C_A	C7_03580C_B
C7_03590C_A	C7_03590C_B
C7_03600W_A	C7_03600W_B
C7_03610C_A	C7_03610C_B
C7_03620C_A	C7_03620C_B
C7_03630C_A	C7_03630C_B
C7_03640C_A	C7_03640C_B
C7_03650W_A	C7_03650W_B
C7_03660C_A	C7_03660C_B
C7_03670W_A	C7_03670W_B
C7_03690W_A	C7_03690W_B
C7_03700C_A	C7_03700C_B
C7_03710C_A	C7_03710C_B
C7_03720C_A	C7_03720C_B
C7_03730C_A	C7_03730C_B
C7_03740C_A	C7_03740C_B
C7_03760W_A	C7_03760W_B
C7_03770C_A	C7_03770C_B
C7_03790W_A	C7_03790W_B
C7_03800W_A	C7_03800W_B
C7_03810W_A	C7_03810W_B
C7_03820C_A	C7_03820C_B
C7_03830C_A	C7_03830C_B
C7_03840W_A	C7_03840W_B
C7_03860W_A	C7_03860W_B
C7_03870W_A	C7_03870W_B
C7_03880C_A	C7_03880C_B
C7_03890C_A	C7_03890C_B
C7_03900W_A	C7_03900W_B
C7_03910W_A	C7_03910W_B
C7_03920C_A	C7_03920C_B
C7_03930C_A	C7_03930C_B
C7_03940C_A	C7_03940C_B
C7_03960C_A	C7_03960C_B
C7_03970C_A	C7_03970C_B
C7_03980W_A	C7_03980W_B
C7_03990C_A	C7_03990C_B
C7_04000W_A	C7_04000W_B
C7_04010W_A	C7_04010W_B
C7_04020C_A	C7_04020C_B
C7_04030C_A	C7_04030C_B
C7_04040C_A	C7_04040C_B
C7_04050W_A	C7_04050W_B
C7_04060W_A	C7_04060W_B
C7_04070C_A	C7_04070C_B
C7_04080C_A	C7_04080C_B
C7_04090C_A	C7_04090C_B
C7_04100C_A	C7_04100C_B
C7_04110W_A	C7_04110W_B
C7_04120W_A	C7_04120W_B
C7_04130C_A	C7_04130C_B
C7_04140C_A	C7_04140C_B
C7_04150W_A	C7_04150W_B
C7_04160W_A	C7_04160W_B
C7_04170W_A	C7_04170W_B
C7_04180W_A	C7_04180W_B
C7_04190C_A	C7_04190C_B
C7_04200C_A	C7_04200C_B
C7_04210C_A	C7_04210C_B
C7_04220W_A	C7_04220W_B
C7_04230W_A	C7_04230W_B
C7_04240C_A	C7_04240C_B
C7_04250W_A	C7_04250W_B
C7_04260W_A	C7_04260W_B
C7_04270C_A	C7_04270C_B
C7_04280C_A	C7_04280C_B
C7_04290W_A	C7_04290W_B
C7_04300W_A	C7_04300W_B
C7_04310C_A	C7_04310C_B
C7_04320W_A	C7_04320W_B
C7_04330C_A	C7_04330C_B
CM_00070C	CM_00520W
CM_00340W	CM_00330W
CR_00010C_A	CR_00010C_B
CR_00050W_A	CR_00050W_B
CR_00060C_A	CR_00060C_B
CR_00070W_A	CR_00070W_B
CR_00080W_A	CR_00080W_B
CR_00090C_A	CR_00090C_B
CR_00100C_A	CR_00100C_B
CR_00110W_A	CR_00110W_B
CR_00120C_A	CR_00120C_B
CR_00130C_A	CR_00130C_B
CR_00140W_A	CR_00140W_B
CR_00150C_A	CR_00150C_B
CR_00160C_A	CR_00160C_B
CR_00170W_A	CR_00170W_B
CR_00180C_A	CR_00180C_B
CR_00190W_A	CR_00190W_B
CR_00200W_A	CR_00200W_B
CR_00210W_A	CR_00210W_B
CR_00220W_A	CR_00220W_B
CR_00230W_A	CR_00230W_B
CR_00240W_A	CR_00240W_B
CR_00250W_A	CR_00250W_B
CR_00260W_A	CR_00260W_B
CR_00270C_A	CR_00270C_B
CR_00280C_A	CR_00280C_B
CR_00290W_A	CR_00290W_B
CR_00300W_A	CR_00300W_B
CR_00310C_A	CR_00310C_B
CR_00320C_A	CR_00320C_B
CR_00330C_A	CR_00330C_B
CR_00340C_A	CR_00340C_B
CR_00350W_A	CR_00350W_B
CR_00360C_A	CR_00360C_B
CR_00370W_A	CR_00370W_B
CR_00380W_A	CR_00380W_B
CR_00390W_A	CR_00390W_B
CR_00400C_A	CR_00400C_B
CR_00410W_A	CR_00410W_B
CR_00420W_A	CR_00420W_B
CR_00430C_A	CR_00430C_B
CR_00440C_A	CR_00440C_B
CR_00460C_A	CR_00460C_B
CR_00470W_A	CR_05240C_A	CR_05240C_B	CR_00470W_B
CR_00480W_A	CR_00480W_B
CR_00490W_A	CR_00490W_B
CR_00510C_A	CR_00510C_B
CR_00520C_A	CR_00520C_B
CR_00530W_A	CR_00530W_B
CR_00540C_A	CR_00540C_B
CR_00550W_A	CR_00550W_B
CR_00560W_A	CR_00560W_B
CR_00570W_A	CR_00570W_B
CR_00580W_A	CR_00580W_B
CR_00590W_A	CR_00590W_B
CR_00600C_A	CR_00600C_B
CR_00610W_A	CR_00610W_B
CR_00620C_A	CR_00620C_B
CR_00630W_A	CR_00630W_B
CR_00640W_A	CR_00640W_B
CR_00650W_A	CR_00650W_B
CR_00660W_A	CR_00660W_B
CR_00670C_A	CR_00670C_B
CR_00680W_A	CR_00680W_B
CR_00690C_A	CR_00690C_B
CR_00700W_A	CR_00700W_B
CR_00710C_A	CR_00710C_B
CR_00720W_A	CR_00720W_B
CR_00740C_A	CR_00740C_B
CR_00750C_A	CR_00750C_B
CR_00760C_A	CR_00760C_B
CR_00770W_A	CR_00770W_B
CR_00780C_A	CR_00780C_B
CR_00790C_A	CR_00790C_B
CR_00800C_A	CR_00800C_B
CR_00810W_A	CR_00810W_B
CR_00820C_A	CR_00820C_B
CR_00830W_A	CR_00830W_B
CR_00840C_A	CR_00840C_B
CR_00850C_A	CR_00850C_B
CR_00860C_A	CR_00860C_B
CR_00870C_A	CR_00870C_B
CR_00880W_A	CR_00880W_B
CR_00890C_A	CR_00890C_B
CR_00900W_A	CR_00900W_B
CR_00910W_A	CR_00910W_B
